co,no2,o3,so2,pm2_5,pm10,temp,humidity
3.745401188473625,18.682040923334924,109.49974664849556,12.762891367443478,44.83680618066248,254.17097330892594,27.077760155879766,4.266110233556686
9.50714306409916,16.645604811570163,27.676799339806735,9.185849070683862,14.222666274308704,148.35511311581112,34.05509375481584,82.85046196765872
7.319939418114051,8.807695625143003,51.99595415548293,19.289970497278816,18.953883745832396,58.63968318965574,13.158993768950047,24.930758225940764
5.986584841970366,30.363333505074397,99.49209552867273,4.379569019684764,27.10066922713827,220.99253598302778,4.458936583670379,28.39373643558689
1.5601864044243652,23.831208025431444,72.313401678672,11.757128319978813,30.548000154742255,125.60344070498871,5.942328717773075,22.624527834886553
1.5599452033620265,43.28504961620018,110.78565579523408,14.004200299804452,36.33927138158161,178.38824503574915,24.847412918219696,84.0083955221962
0.5808361216819946,1.6054790241029127,144.18118518342897,16.511289786907632,38.31900434452416,32.179587052181645,18.37790169957481,97.89019954063023
8.661761457749352,32.193396377756315,17.482003157279625,8.139420608560142,68.35745182313039,189.47519685479767,14.324706548862856,75.51866509300353
6.011150117432088,38.14744392557806,106.43515745970915,13.73843815314963,76.43597862390618,112.0651466835373,0.13870393880870147,82.35778604691902
7.080725777960454,37.974328459415354,34.55162334481718,6.0640294276856554,46.33188121895339,100.25692491554834,33.77278437494517,62.05004605193377
0.20584494295802447,44.30369835477626,62.171509111135386,8.709521847236406,136.09446298810923,293.9746736333404,29.0510223753703,52.87749083964787
9.699098521619943,36.4516871414747,4.929408869270974,17.912542624067985,82.97095850084318,129.72919282807416,-2.96806991303852,72.1578004790515
8.324426408004218,46.39050308238482,20.38610734390484,18.998152186619087,118.12153920501102,203.41151343472026,8.369422730106834,3.576287880622031
2.1233911067827616,16.632829991044574,47.96659335733495,14.376346938545295,138.6356748631265,188.31826067215232,17.106604681944567,6.1400525603396705
1.8182496720710062,25.160470837577154,51.297870793197745,7.487037815523701,24.47026718637078,31.291065265547292,12.716931138576602,68.72734885761837
